navTimeText,navTimeUtc,latDeg,lonDeg,altM,matchedMagTimeMs,matchedMagTimeUtc,Bx_mGs,By_mGs,Bz_mGs,Bnorm_mGs,syncErrorMs
25-04-2025 20:24:32:491,2025-04-25 20:24:32,25.947212,7.815347,441985.40625,1745612672490,2025-04-25 20:24:32,63.96468,260.74152,-181.64016,324.146214329642,1
25-04-2025 20:24:42:491,2025-04-25 20:24:42,25.30533,7.671877,441705.25,1745612682490,2025-04-25 20:24:42,117.91962,246.09312,-222.41154,352.042261124216,1
25-04-2025 20:25:02:491,2025-04-25 20:25:02,24.025383,7.389022,441170.28125,1745612702490,2025-04-25 20:25:02,211.42524,174.5601,-289.79418,398.939252747759,1
25-04-2025 20:25:12:491,2025-04-25 20:25:12,23.380989,7.248163,440913.15625,1745612712490,2025-04-25 20:25:12,249.26694,121.09344,-310.30194,416.034761234877,1
25-04-2025 20:25:32:491,2025-04-25 20:25:32,22.100102,6.971047,440426.96875,1745612732489,2025-04-25 20:25:32,302.48946,3.6621,-310.79022,433.709401829324,2
25-04-2025 20:25:42:491,2025-04-25 20:25:42,21.460352,6.833996,440196.8125,1745612742489,2025-04-25 20:25:42,320.79996,-52.4901,-293.21214,437.768413636013,2
25-04-2025 20:26:02:491,2025-04-25 20:26:02,20.174642,6.561111,439760.3125,1745612762489,2025-04-25 20:26:02,343.74912,-140.3805,-218.5053,430.830254751351,2
25-04-2025 20:26:22:491,2025-04-25 20:26:22,18.890935,6.291817,439360.03125,1745612782489,2025-04-25 20:26:22,350.09676,-177.48978,-109.37472,407.471707903781,2
25-04-2025 20:26:32:491,2025-04-25 20:26:32,18.243435,6.157102,439171.875,1745612792489,2025-04-25 20:26:32,348.38778,-171.87456,-50.53698,391.751063784187,2
25-04-2025 20:26:42:491,2025-04-25 20:26:42,17.602868,6.024522,438994.9375,1745612802488,2025-04-25 20:26:42,340.5753,-154.05234,8.30076,373.888433956098,3
25-04-2025 20:27:02:491,2025-04-25 20:27:02,16.321441,5.76125,438668.8125,1745612822487,2025-04-25 20:27:02,296.87424,-82.51932,104.9802,325.522034493642,4
25-04-2025 20:27:12:491,2025-04-25 20:27:12,15.672817,5.628919,438518.09375,1745612832487,2025-04-25 20:27:12,255.61458,-41.01552,137.9391,293.339874033955,4
25-04-2025 20:27:22:491,2025-04-25 20:27:22,15.031814,5.498717,438378.71875,1745612842487,2025-04-25 20:27:22,204.10104,-4.8828,159.17928,258.88051190895,4
25-04-2025 20:27:42:491,2025-04-25 20:27:42,13.750139,5.239985,438129.03125,1745612862487,2025-04-25 20:27:42,77.63652,30.76164,161.62068,181.920180125412,4
25-04-2025 20:28:02:491,2025-04-25 20:28:02,12.462973,4.982115,437917.5625,1745612882486,2025-04-25 20:28:02,-42.48036,-7.81248,111.81612,119.868513469278,5
25-04-2025 20:28:12:491,2025-04-25 20:28:12,11.81959,4.853895,437826.8125,1745612892486,2025-04-25 20:28:12,-81.7869,-52.00182,72.75372,121.187417122244,5
25-04-2025 20:28:32:491,2025-04-25 20:28:32,10.531903,4.598494,437675.5,1745612912487,2025-04-25 20:28:32,-101.80638,-150.63438,-27.83196,183.928990222125,4
25-04-2025 20:28:52:491,2025-04-25 20:28:52,9.239528,4.343635,437564.59375,1745612932486,2025-04-25 20:28:52,-51.75768,-215.81976,-140.62464,262.74001526332,5
25-04-2025 20:29:02:491,2025-04-25 20:29:02,8.601616,4.218321,437525.125,1745612942486,2025-04-25 20:29:02,-11.71872,-224.12052,-196.5327,298.316003682,5
25-04-2025 20:29:12:491,2025-04-25 20:29:12,7.957226,4.092029,437495.5625,1745612952495,2025-04-25 20:29:12,32.71476,-215.57562,-243.40758,326.787933470161,4
25-04-2025 20:29:22:491,2025-04-25 20:29:22,7.31344,3.966125,437476.4375,1745612962495,2025-04-25 20:29:22,77.39238,-191.6499,-281.73756,349.421403704507,4
25-04-2025 20:29:42:491,2025-04-25 20:29:42,6.02119,3.714128,437469.46875,1745612982495,2025-04-25 20:29:42,159.9117,-114.98994,-323.72964,378.939728601559,4
25-04-2025 20:29:52:491,2025-04-25 20:29:52,5.381161,3.589632,437481.65625,1745612992495,2025-04-25 20:29:52,194.57958,-70.55646,-324.46206,384.857188292166,4
25-04-2025 20:30:12:491,2025-04-25 20:30:12,4.089473,3.338897,437537.9375,1745613012494,2025-04-25 20:30:12,259.27668,3.90624,-289.06176,388.325065630662,3
25-04-2025 20:30:22:491,2025-04-25 20:30:22,3.446819,3.214363,437581.71875,1745613022495,2025-04-25 20:30:22,286.62036,28.80852,-255.61458,385.123324533449,4
25-04-2025 20:30:42:491,2025-04-25 20:30:42,2.162729,2.965852,437700.78125,1745613042494,2025-04-25 20:30:42,333.98352,32.22648,-174.07182,378.000709209511,3
25-04-2025 20:31:02:491,2025-04-25 20:31:02,0.871579,2.716258,437862.90625,1745613062494,2025-04-25 20:31:02,357.17682,-23.92572,-91.79664,369.55966221724,3
25-04-2025 20:31:12:491,2025-04-25 20:31:12,0.229591,2.592207,437959.34375,1745613072493,2025-04-25 20:31:12,353.51472,-69.5799,-56.64048,364.722036234882,2
25-04-2025 20:31:22:491,2025-04-25 20:31:22,-0.418811,2.466923,438067.4375,1745613082493,2025-04-25 20:31:22,331.29798,-120.60516,-27.83196,353.664493790581,2
25-04-2025 20:31:42:491,2025-04-25 20:31:42,-1.700807,2.219148,438312.59375,1745613102493,2025-04-25 20:31:42,239.74548,-210.44868,6.34764,319.071833021566,2
25-04-2025 20:32:02:491,2025-04-25 20:32:02,-2.993597,1.969054,438602.09375,1745613122492,2025-04-25 20:32:02,110.35128,-242.67516,15.13668,267.016399047112,1
25-04-2025 20:32:22:491,2025-04-25 20:32:22,-4.276567,1.720455,438931.09375,1745613142492,2025-04-25 20:32:22,-9.27732,-207.519,2.4414,207.740618227015,1
25-04-2025 20:32:42:491,2025-04-25 20:32:42,-5.568314,1.469573,439304.0625,1745613162492,2025-04-25 20:32:42,-83.74002,-142.33362,-29.05266,167.676198027569,1
25-04-2025 20:33:02:491,2025-04-25 20:33:02,-6.853373,1.219234,439716.3125,1745613182491,2025-04-25 20:33:02,-114.98994,-86.42556,-72.26544,160.979369923325,0
25-04-2025 20:33:12:491,2025-04-25 20:33:12,-7.494221,1.094054,439937.125,1745613192492,2025-04-25 20:33:12,-120.36102,-70.8006,-95.45874,169.15043936741,1
25-04-2025 20:33:32:491,2025-04-25 20:33:32,-8.781386,0.841834,440410.96875,1745613212491,2025-04-25 20:33:32,-115.9665,-64.94124,-133.54458,188.413769726005,0
25-04-2025 20:33:42:491,2025-04-25 20:33:42,-9.423204,0.715629,440662.25,1745613222491,2025-04-25 20:33:42,-111.32784,-74.70684,-148.68126,200.202689734776,0
25-04-2025 20:33:52:491,2025-04-25 20:33:52,-10.070761,0.587965,440925.8125,1745613232491,2025-04-25 20:33:52,-117.67548,-95.70288,-148.19298,212.055934024033,0
25-04-2025 20:34:02:491,2025-04-25 20:34:02,-10.710522,0.461489,441196,1745613242491,2025-04-25 20:34:02,-96.67944,-109.863,-162.84138,218.938593966477,0
25-04-2025 20:34:22:491,2025-04-25 20:34:22,-11.997352,0.205944,441768.78125,1745613262490,2025-04-25 20:34:22,-69.5799,-158.93514,-156.2496,233.485928293312,1
25-04-2025 20:34:32:491,2025-04-25 20:34:32,-12.638064,0.078088,442068.34375,1745613272490,2025-04-25 20:34:32,-53.22252,-181.8843,-147.94884,240.423365085397,1
25-04-2025 20:34:52:491,2025-04-25 20:34:52,-13.927398,-0.180585,442699.8125,1745613292489,2025-04-25 20:34:52,-10.9863,-222.1674,-122.55828,253.967683784785,2
25-04-2025 20:35:12:491,2025-04-25 20:35:12,-15.2073,-0.439366,443363.8125,1745613312489,2025-04-25 20:35:12,44.92176,-247.55796,-99.12084,270.421613417206,2
25-04-2025 20:35:32:491,2025-04-25 20:35:32,-16.494268,-0.701804,444067.96875,1745613332488,2025-04-25 20:35:32,106.44504,-255.61458,-79.10136,287.969417131451,3
25-04-2025 20:35:42:491,2025-04-25 20:35:42,-17.132758,-0.832904,444430.65625,1745613342488,2025-04-25 20:35:42,136.23012,-253.9056,-75.92754,297.979345990668,3
25-04-2025 20:36:02:491,2025-04-25 20:36:02,-18.417597,-1.098674,445186.65625,1745613362488,2025-04-25 20:36:02,194.0913,-238.0365,-73.73028,315.862252028979,3
25-04-2025 20:36:12:491,2025-04-25 20:36:12,-19.057534,-1.232082,445576.03125,1745613372488,2025-04-25 20:36:12,218.26116,-225.58536,-78.36894,323.524928510306,3
25-04-2025 20:36:32:491,2025-04-25 20:36:32,-20.341367,-1.501961,446382.28125,1745613392488,2025-04-25 20:36:32,260.25324,-196.04442,-86.91384,337.222744083461,3
25-04-2025 20:36:52:491,2025-04-25 20:36:52,-21.625765,-1.77517,447221.5625,1745613412488,2025-04-25 20:36:52,288.57348,-163.5738,-96.4353,345.442916401307,3
25-04-2025 20:37:12:491,2025-04-25 20:37:12,-22.901035,-2.049894,448086.09375,1745613432487,2025-04-25 20:37:12,303.71016,-133.78872,-100.0974,346.63925394165,4
25-04-2025 20:37:32:491,2025-04-25 20:37:32,-24.180688,-2.329319,448983.78125,1745613452486,2025-04-25 20:37:32,311.2785,-116.69892,-95.94702,346.004007402077,5
25-04-2025 20:37:52:491,2025-04-25 20:37:52,-25.462124,-2.613221,449911.78125,1745613472487,2025-04-25 20:37:52,309.56952,-117.43134,-85.449,341.942888401303,4
25-04-2025 20:38:12:491,2025-04-25 20:38:12,-26.742619,-2.901338,450867,1745613492486,2025-04-25 20:38:12,294.92112,-138.42738,-73.242,333.923639653917,5
25-04-2025 20:38:32:491,2025-04-25 20:38:32,-28.015187,-3.19241,451842.65625,1745613512486,2025-04-25 20:38:32,263.42706,-174.80424,-66.65022,323.098421674061,5
25-04-2025 20:38:52:491,2025-04-25 20:38:52,-29.290628,-3.489261,452845.59375,1745613532495,2025-04-25 20:38:52,208.00728,-214.11078,-67.62678,306.078153448388,4
25-04-2025 20:39:12:491,2025-04-25 20:39:12,-30.567043,-3.791886,453873.0625,1745613552495,2025-04-25 20:39:12,125.48796,-235.83924,-80.5662,279.030980020462,4
25-04-2025 20:39:22:491,2025-04-25 20:39:22,-31.204201,-3.945163,454394.40625,1745613562495,2025-04-25 20:39:22,82.03104,-233.64198,-91.30836,263.922115306186,4
25-04-2025 20:39:42:491,2025-04-25 20:39:42,-32.475166,-4.25561,455450.40625,1745613582494,2025-04-25 20:39:42,4.8828,-202.14792,-111.81612,231.063774720359,3
25-04-2025 20:39:52:491,2025-04-25 20:39:52,-33.116019,-4.414644,455990.5625,1745613592495,2025-04-25 20:39:52,-23.43744,-178.71048,-123.53484,218.512255833419,4
25-04-2025 20:40:02:491,2025-04-25 20:40:02,-33.751445,-4.574073,456531.03125,1745613602494,2025-04-25 20:40:02,-42.23622,-153.56406,-138.67152,211.17672519168,3
25-04-2025 20:40:22:491,2025-04-25 20:40:22,-35.021433,-4.898189,457625.0625,1745613622494,2025-04-25 20:40:22,-57.3729,-117.91962,-165.28278,210.985980102667,3
25-04-2025 20:40:42:491,2025-04-25 20:40:42,-36.292828,-5.230471,458737.5,1745613642493,2025-04-25 20:40:42,-49.31628,-104.9802,-187.9878,220.88990654604,2
25-04-2025 20:40:52:491,2025-04-25 20:40:52,-36.923658,-5.398435,459295.40625,1745613652494,2025-04-25 20:40:52,-41.5038,-110.35128,-196.77684,229.392883874945,3
25-04-2025 20:41:02:491,2025-04-25 20:41:02,-37.562977,-5.570869,459864.5625,1745613662493,2025-04-25 20:41:02,-32.47062,-121.33758,-200.1948,236.336851613287,2
25-04-2025 20:41:12:491,2025-04-25 20:41:12,-38.192475,-5.742915,460428.5,1745613672493,2025-04-25 20:41:12,-23.43744,-137.69496,-199.95066,243.904657679165,2
25-04-2025 20:41:32:491,2025-04-25 20:41:32,-39.458764,-6.096174,461572.71875,1745613692492,2025-04-25 20:41:32,2.19726,-175.04838,-181.8843,252.445364145634,1
25-04-2025 20:41:42:491,2025-04-25 20:41:42,-40.094904,-6.277458,462152.0625,1745613702492,2025-04-25 20:41:42,19.28706,-194.82372,-165.28278,256.216061016109,1
25-04-2025 20:41:52:491,2025-04-25 20:41:52,-40.725577,-6.459846,462729.1875,1745613712492,2025-04-25 20:41:52,36.621,-209.9604,-145.2633,257.926139691288,1
25-04-2025 20:42:02:491,2025-04-25 20:42:02,-41.361635,-6.646591,463313.84375,1745613722492,2025-04-25 20:42:02,56.64048,-222.41154,-120.8493,259.3830958453,1
25-04-2025 20:42:22:491,2025-04-25 20:42:22,-42.619957,-7.024791,464477.3125,1745613742492,2025-04-25 20:42:22,98.14428,-229.24746,-67.38264,258.315926312219,1
25-04-2025 20:42:32:491,2025-04-25 20:42:32,-43.256141,-7.22069,465068.625,1745613752492,2025-04-25 20:42:32,118.16376,-224.12052,-41.25966,256.700294518186,1
25-04-2025 20:42:52:491,2025-04-25 20:42:52,-44.51781,-7.619199,466246.4375,1745613772491,2025-04-25 20:42:52,141.84534,-206.2983,5.61522,250.420885227758,0
25-04-2025 20:43:12:491,2025-04-25 20:43:12,-45.772803,-8.029806,467423.5,1745613792491,2025-04-25 20:43:12,146.97228,-189.45264,31.7382,241.868698327435,0
25-04-2025 20:43:32:491,2025-04-25 20:43:32,-47.03424,-8.458133,468610.5625,1745613812490,2025-04-25 20:43:32,136.96254,-189.2085,34.91202,236.172485645517,1
25-04-2025 20:43:42:491,2025-04-25 20:43:42,-47.661176,-8.677293,469201.5625,1745613822490,2025-04-25 20:43:42,136.23012,-198.9741,25.87884,242.526395317644,1
25-04-2025 20:44:02:491,2025-04-25 20:44:02,-48.918655,-9.13046,470387.9375,1745613842490,2025-04-25 20:44:02,122.07,-227.0502,0.73242,257.785598238335,1
25-04-2025 20:44:22:491,2025-04-25 20:44:22,-50.166599,-9.599606,471565.40625,1745613862489,2025-04-25 20:44:22,149.16954,-238.28064,-67.1385,289.027322661494,2
25-04-2025 20:44:32:491,2025-04-25 20:44:32,-50.796687,-9.844443,472159.46875,1745613872489,2025-04-25 20:44:32,158.20272,-239.50134,-100.0974,303.987634557648,2
25-04-2025 20:44:42:491,2025-04-25 20:44:42,-51.420003,-10.092264,472746.59375,1745613882489,2025-04-25 20:44:42,166.74762,-235.10682,-134.76528,318.184956086323,2
25-04-2025 20:44:52:491,2025-04-25 20:44:52,-52.042083,-10.345453,473331.84375,1745613892489,2025-04-25 20:44:52,178.2222,-223.87638,-167.48004,331.561984993977,2
25-04-2025 20:45:12:491,2025-04-25 20:45:12,-53.292725,-10.873437,474505.53125,1745613912488,2025-04-25 20:45:12,201.4155,-186.7671,-221.92326,353.128994294843,3
25-04-2025 20:45:22:491,2025-04-25 20:45:22,-53.913712,-11.145693,475086.5,1745613922488,2025-04-25 20:45:22,214.35492,-163.32966,-241.21032,361.672542555313,3
25-04-2025 20:45:42:491,2025-04-25 20:45:42,-55.159976,-11.714189,476247.90625,1745613942488,2025-04-25 20:45:42,243.16344,-118.89618,-255.61458,372.295008937539,3
25-04-2025 20:46:02:491,2025-04-25 20:46:02,-56.402251,-12.313073,477398.375,1745613962488,2025-04-25 20:46:02,278.56374,-96.92358,-239.98962,380.24591425885,3
25-04-2025 20:46:12:491,2025-04-25 20:46:12,-57.021056,-12.624572,477968.375,1745613972488,2025-04-25 20:46:12,295.4094,-101.56224,-220.45842,382.339531242944,3
25-04-2025 20:46:32:491,2025-04-25 20:46:32,-58.255701,-13.274945,479098.5625,1745613992487,2025-04-25 20:46:32,309.56952,-143.31018,-167.72418,380.134839183855,4
25-04-2025 20:46:52:491,2025-04-25 20:46:52,-59.491911,-13.968761,480219.78125,1745614012487,2025-04-25 20:46:52,279.05202,-208.7397,-102.05052,363.120642286336,4
25-04-2025 20:47:12:491,2025-04-25 20:47:12,-60.715819,-14.703263,481318.28125,1745614032486,2025-04-25 20:47:12,195.06786,-255.1263,-32.9589,322.842357886755,5
25-04-2025 20:47:22:491,2025-04-25 20:47:22,-61.331479,-15.092659,481866.15625,1745614042486,2025-04-25 20:47:22,141.35706,-258.7884,0.48828,294.878776455278,5
25-04-2025 20:47:42:491,2025-04-25 20:47:42,-62.554684,-15.910536,482944.59375,1745614062486,2025-04-25 20:47:42,33.69132,-220.70256,52.73424,229.40275739902,5
25-04-2025 20:48:02:491,2025-04-25 20:48:02,-63.774849,-16.792239,484006.09375,1745614082495,2025-04-25 20:48:02,-51.2694,-135.25356,75.19512,163.022645484755,4
25-04-2025 20:48:12:491,2025-04-25 20:48:12,-64.380824,-17.257656,484527.6875,1745614092495,2025-04-25 20:48:12,-79.83378,-87.64626,70.31232,137.837301427656,4
25-04-2025 20:48:22:491,2025-04-25 20:48:22,-64.985377,-17.742074,485044.1875,1745614102495,2025-04-25 20:48:22,-105.46848,-39.55068,54.19908,125.001587329198,4
25-04-2025 20:48:42:491,2025-04-25 20:48:42,-66.195297,-18.778405,486065.875,1745614122495,2025-04-25 20:48:42,-136.7184,33.93546,-9.52146,141.188507126123,4
25-04-2025 20:49:02:491,2025-04-25 20:49:02,-67.395232,-19.906877,487062.6875,1745614142495,2025-04-25 20:49:02,-151.61094,54.9315,-102.5388,191.095662759189,4
25-04-2025 20:49:22:491,2025-04-25 20:49:22,-68.582332,-21.139948,488032.09375,1745614162494,2025-04-25 20:49:22,-150.39024,17.82222,-207.03072,256.508430342366,3
25-04-2025 20:49:32:491,2025-04-25 20:49:32,-69.178478,-21.809803,488512.5,1745614172494,2025-04-25 20:49:32,-135.74184,-22.94916,-254.14974,289.040830010846,3
25-04-2025 20:49:52:491,2025-04-25 20:49:52,-70.356952,-23.250171,489449.28125,1745614192493,2025-04-25 20:49:52,-58.83774,-127.68522,-322.2648,351.596354323813,2
25-04-2025 20:50:02:491,2025-04-25 20:50:02,-70.939007,-24.02634,489905.625,1745614202493,2025-04-25 20:50:02,3.17382,-174.31596,-339.59874,381.737385192624,2
25-04-2025 20:50:22:491,2025-04-25 20:50:22,-72.100064,-25.726097,490803.46875,1745614222493,2025-04-25 20:50:22,165.52692,-224.12052,-332.0304,433.443601007002,2
25-04-2025 20:50:32:491,2025-04-25 20:50:32,-72.670344,-26.646151,491238.5,1745614232493,2025-04-25 20:50:32,251.70834,-211.66938,-308.59296,450.988502976186,2
25-04-2025 20:50:42:491,2025-04-25 20:50:42,-73.243281,-27.635978,491671.6875,1745614242493,2025-04-25 20:50:42,329.10072,-177.24564,-273.4368,463.131713876051,2
25-04-2025 20:50:52:491,2025-04-25 20:50:52,-73.805262,-28.678506,492092.9375,1745614252492,2025-04-25 20:50:52,374.26662,-133.54458,-215.57562,452.086834172358,1
25-04-2025 20:51:12:491,2025-04-25 20:51:12,-74.920536,-30.995088,492918.9375,1745614272492,2025-04-25 20:51:12,440.18442,-15.62496,-106.2009,453.083981339605,1
25-04-2025 20:51:22:491,2025-04-25 20:51:22,-75.46482,-32.267545,493317.65625,1745614282492,2025-04-25 20:51:22,435.05748,29.2968,-41.01552,437.967563039845,1
25-04-2025 20:51:42:491,2025-04-25 20:51:42,-76.540049,-35.125218,494098.5625,1745614302492,2025-04-25 20:51:42,384.76464,56.64048,91.30836,399.486155923894,1
25-04-2025 20:51:52:491,2025-04-25 20:51:52,-77.066336,-36.726497,494478.40625,1745614312491,2025-04-25 20:51:52,345.94638,39.79482,148.43712,378.544718795324,0
25-04-2025 20:52:12:491,2025-04-25 20:52:12,-78.082777,-40.310332,495210.75,1745614332491,2025-04-25 20:52:12,260.0091,-47.36316,223.3881,346.049482342635,0
25-04-2025 20:52:32:491,2025-04-25 20:52:32,-79.043737,-44.497019,495907.65625,1745614352490,2025-04-25 20:52:32,161.86482,-171.87456,229.97988,329.593430659108,1
25-04-2025 20:52:42:491,2025-04-25 20:52:42,-79.505328,-46.88692,496247.21875,1745614362490,2025-04-25 20:52:42,107.17746,-229.97988,205.0776,326.243122775984,1
25-04-2025 20:53:02:491,2025-04-25 20:53:02,-80.363268,-52.266588,496896.21875,1745614382490,2025-04-25 20:53:02,-17.0898,-312.01092,101.56224,328.569268278553,1
25-04-2025 20:53:12:491,2025-04-25 20:53:12,-80.756448,-55.297341,497207.03125,1745614392490,2025-04-25 20:53:12,-76.65996,-321.0441,30.5175,331.477573024574,1
25-04-2025 20:53:22:491,2025-04-25 20:53:22,-81.125879,-58.611977,497512.0625,1745614402490,2025-04-25 20:53:22,-134.277,-308.8371,-48.33972,340.216689177777,1
25-04-2025 20:53:42:491,2025-04-25 20:53:42,-81.767077,-66.038647,498095.0625,1745614422489,2025-04-25 20:53:42,-202.39206,-215.57562,-211.91352,363.789408653163,2
25-04-2025 20:54:02:491,2025-04-25 20:54:02,-82.252594,-74.496361,498641.03125,1745614442489,2025-04-25 20:54:02,-178.46634,-83.98416,-354.003,405.242763850141,2
25-04-2025 20:54:22:491,2025-04-25 20:54:22,-82.555438,-83.840927,499152.03125,1745614462488,2025-04-25 20:54:22,-55.66392,5.12694,-455.07696,458.497324993692,3
25-04-2025 20:54:42:491,2025-04-25 20:54:42,-82.653069,-93.725475,499629.375,1745614482489,2025-04-25 20:54:42,109.61886,1.70898,-498.53388,510.446123100366,2
25-04-2025 20:54:52:491,2025-04-25 20:54:52,-82.620864,-98.720262,499855.875,1745614492488,2025-04-25 20:54:52,191.6499,-39.30654,-493.89522,531.231754129617,3
25-04-2025 20:55:02:491,2025-04-25 20:55:02,-82.536272,-103.574006,500070.59375,1745614502488,2025-04-25 20:55:02,261.2298,-96.92358,-469.48122,545.937546520428,3
25-04-2025 20:55:12:491,2025-04-25 20:55:12,-82.400365,-108.306836,500277.21875,1745614512487,2025-04-25 20:55:12,317.13786,-160.39998,-425.53602,554.423556630506,4
25-04-2025 20:55:32:491,2025-04-25 20:55:32,-81.985855,-117.169313,500664.28125,1745614532487,2025-04-25 20:55:32,388.67088,-277.58718,-286.37622,556.894096612466,4
25-04-2025 20:55:42:491,2025-04-25 20:55:42,-81.712408,-121.255952,500845.625,1745614542487,2025-04-25 20:55:42,405.2724,-313.23162,-195.80028,548.358929550402,4
25-04-2025 20:55:52:491,2025-04-25 20:55:52,-81.404162,-125.032692,501016.1875,1745614552487,2025-04-25 20:55:52,411.86418,-330.56556,-97.656,537.068325784705,4
25-04-2025 20:56:02:491,2025-04-25 20:56:02,-81.062516,-128.538983,501177.84375,1745614562487,2025-04-25 20:56:02,409.42278,-325.43862,3.17382,523.01757265299,4
25-04-2025 20:56:22:491,2025-04-25 20:56:22,-80.291278,-134.787308,501475,1745614582486,2025-04-25 20:56:22,369.38382,-246.09312,185.79054,481.169777669606,5
25-04-2025 20:56:32:491,2025-04-25 20:56:32,-79.86935,-137.545762,501610.0625,1745614592486,2025-04-25 20:56:32,332.51868,-180.41946,256.59114,457.120189033621,5
25-04-2025 20:56:42:491,2025-04-25 20:56:42,-79.424151,-140.098982,501736.90625,1745614602486,2025-04-25 20:56:42,281.73756,-103.7595,306.63984,429.150414225862,5
25-04-2025 20:57:02:491,2025-04-25 20:57:02,-78.484625,-144.594886,501962.84375,1745614622495,2025-04-25 20:57:02,133.54458,43.21278,343.0167,370.623738691405,4
25-04-2025 20:57:22:491,2025-04-25 20:57:22,-77.489111,-148.414041,502153.03125,1745614642495,2025-04-25 20:57:22,-58.34946,124.75554,284.4231,316.014404824516,4
25-04-2025 20:57:42:491,2025-04-25 20:57:42,-76.454419,-151.666085,502307.21875,1745614662495,2025-04-25 20:57:42,-238.76892,99.85326,151.61094,299.945241366283,4
25-04-2025 20:58:02:491,2025-04-25 20:58:02,-75.379921,-154.482623,502427.1875,1745614682494,2025-04-25 20:58:02,-336.18078,-1.70898,-29.78508,337.501982875146,3
25-04-2025 20:58:22:491,2025-04-25 20:58:22,-74.277242,-156.92947,502512.46875,1745614702494,2025-04-25 20:58:22,-321.53238,-108.39816,-223.14396,406.111387878168,3
25-04-2025 20:58:42:491,2025-04-25 20:58:42,-73.159071,-159.059164,502563.25,1745614722493,2025-04-25 20:58:42,-228.75918,-133.54458,-396.23922,476.62399934105,2
25-04-2025 20:59:02:491,2025-04-25 20:59:02,-72.018321,-160.946386,502580.625,1745614742494,2025-04-25 20:59:02,-105.71262,-59.08188,-508.29948,522.526734186749,3
25-04-2025 20:59:12:491,2025-04-25 20:59:12,-71.438786,-161.814025,502576.78125,1745614752493,2025-04-25 20:59:12,-49.56042,9.52146,-533.20176,535.584736804743,2
25-04-2025 20:59:32:491,2025-04-25 20:59:32,-70.281342,-163.393302,502544.78125,1745614772492,2025-04-25 20:59:32,46.3866,170.65386,-514.15884,543.722143509537,1
25-04-2025 20:59:52:491,2025-04-25 20:59:52,-69.106153,-164.819732,502480.34375,1745614792493,2025-04-25 20:59:52,126.46452,317.87028,-408.69036,532.975234024095,2
25-04-2025 21:00:12:491,2025-04-25 21:00:12,-67.921874,-166.108275,502384.3125,1745614812492,2025-04-25 21:00:12,198.24168,408.44622,-240.4779,513.768137110429,1
25-04-2025 21:00:22:491,2025-04-25 21:00:22,-67.329607,-166.704564,502325,1745614822491,2025-04-25 21:00:22,232.90956,421.87392,-142.33362,502.47719042546,0
25-04-2025 21:00:32:491,2025-04-25 21:00:32,-66.728257,-167.280786,502257.28125,1745614832492,2025-04-25 21:00:32,262.20636,412.84074,-46.87488,491.311414688496,1
25-04-2025 21:00:42:491,2025-04-25 21:00:42,-66.133553,-167.824032,502183.03125,1745614842491,2025-04-25 21:00:42,286.62036,383.54394,47.11902,481.120968908043,0
25-04-2025 21:00:52:491,2025-04-25 21:00:52,-65.529969,-168.350475,502100.4375,1745614852491,2025-04-25 21:00:52,302.48946,339.59874,132.81216,473.778690386709,0
25-04-2025 21:01:12:491,2025-04-25 21:01:12,-64.324966,-169.3339,501914.25,1745614872491,2025-04-25 21:01:12,286.13208,222.65568,265.38018,449.303637842185,0
25-04-2025 21:01:32:491,2025-04-25 21:01:32,-63.115825,-170.24099,501699.9375,1745614892490,2025-04-25 21:01:32,210.44868,140.62464,336.42492,421.005538070318,1
25-04-2025 21:01:42:491,2025-04-25 21:01:42,-62.511544,-170.667863,501582.875,1745614902490,2025-04-25 21:01:42,160.39998,130.37076,349.1202,405.721089783386,1
25-04-2025 21:01:52:491,2025-04-25 21:01:52,-61.901308,-171.082701,501458.0625,1745614912491,2025-04-25 21:01:52,110.35128,144.53088,345.21396,390.178495627443,0
25-04-2025 21:02:12:491,2025-04-25 21:02:12,-60.681456,-171.867258,501189.4375,1745614932490,2025-04-25 21:02:12,48.33972,229.4916,290.77074,373.564915697909,1
25-04-2025 21:02:22:491,2025-04-25 21:02:22,-60.073788,-172.237755,501046.375,1745614942489,2025-04-25 21:02:22,40.03896,288.57348,243.40758,379.638014006301,2
25-04-2025 21:02:42:491,2025-04-25 21:02:42,-58.849695,-172.947275,500740.25,1745614962490,2025-04-25 21:02:42,70.31232,390.13572,110.35128,411.493751302908,1
25-04-2025 21:03:02:491,2025-04-25 21:03:02,-57.621122,-173.614789,500409.78125,1745614982489,2025-04-25 21:03:02,133.0563,435.54576,-48.828,458.026485705431,2
25-04-2025 21:03:12:491,2025-04-25 21:03:12,-57.01009,-173.931764,500237.15625,1745614992488,2025-04-25 21:03:12,167.72418,432.37194,-129.15006,481.411085304482,3
25-04-2025 21:03:32:491,2025-04-25 21:03:32,-55.777329,-174.543722,499872.90625,1745615012488,2025-04-25 21:03:32,243.16344,378.17286,-277.34304,528.263506623025,3
25-04-2025 21:03:52:491,2025-04-25 21:03:52,-54.542646,-175.123086,499487.625,1745615032488,2025-04-25 21:03:52,308.59296,278.07546,-381.34668,563.897922289838,3
25-04-2025 21:04:12:491,2025-04-25 21:04:12,-53.30502,-175.673681,499082.125,1745615052487,2025-04-25 21:04:12,371.82522,161.1324,-424.8036,587.090915558032,4
