navTimeText,navTimeUtc,latDeg,lonDeg,altM,matchedMagTimeMs,matchedMagTimeUtc,Bx_mGs,By_mGs,Bz_mGs,Bnorm_mGs,syncErrorMs
25-04-2025 12:32:02:521,2025-04-25 12:32:02,30.488008,126.693616,444067.6875,1745584322520,2025-04-25 12:32:02,-110.35128,59.57016,-293.45628,319.127869719181,1
25-04-2025 12:32:22:521,2025-04-25 12:32:22,29.21065,126.391367,443416.78125,1745584342519,2025-04-25 12:32:22,-114.01338,40.52724,-362.05962,381.74425527516,2
25-04-2025 12:32:32:521,2025-04-25 12:32:32,28.5735,126.242701,443102.4375,1745584352519,2025-04-25 12:32:32,-126.70866,61.035,-327.1476,356.098171758513,2
25-04-2025 12:32:52:521,2025-04-25 12:32:52,27.287212,125.946544,442489.5,1745584372518,2025-04-25 12:32:52,-92.04078,61.76742,-350.58504,367.690888693569,3
25-04-2025 12:33:12:521,2025-04-25 12:33:12,26.006466,125.656602,441909.03125,1745584392518,2025-04-25 12:33:12,-86.18142,58.34946,-336.18078,351.922453783382,3
25-04-2025 12:33:22:521,2025-04-25 12:33:22,25.367698,125.513715,441631,1745584402519,2025-04-25 12:33:22,-66.40608,54.68736,-307.37226,319.183616469022,2
25-04-2025 12:33:32:521,2025-04-25 12:33:32,24.727534,125.371619,441360.1875,1745584412518,2025-04-25 12:33:32,-100.58568,32.47062,-387.93846,402.079679829034,3
25-04-2025 12:33:52:521,2025-04-25 12:33:52,23.447903,125.090694,440842.9375,1745584432518,2025-04-25 12:33:52,-41.25966,53.7108,-332.76282,339.585488433042,3
25-04-2025 12:34:02:521,2025-04-25 12:34:02,22.801402,124.950265,440594.03125,1745584442518,2025-04-25 12:34:02,-44.67762,49.80456,-333.49524,340.140645951518,3
25-04-2025 12:34:22:521,2025-04-25 12:34:22,21.520803,124.674872,440126.34375,1745584462517,2025-04-25 12:34:22,-71.77716,39.0624,-407.7138,415.822527650758,4
25-04-2025 12:34:42:521,2025-04-25 12:34:42,20.238962,124.402648,439692.65625,1745584482517,2025-04-25 12:34:42,-28.0761,47.6073,-351.07332,355.397240310504,4
25-04-2025 12:35:02:521,2025-04-25 12:35:02,18.95272,124.132678,439293.0625,1745584502516,2025-04-25 12:35:02,-13.4277,56.39634,-356.4444,361.128039044389,5
25-04-2025 12:35:22:521,2025-04-25 12:35:22,17.67103,123.86656,438931.15625,1745584522517,2025-04-25 12:35:22,-12.207,58.34946,-370.11624,374.886251339028,4
25-04-2025 12:35:32:521,2025-04-25 12:35:32,17.022626,123.732961,438762.125,1745584532517,2025-04-25 12:35:32,-3.6621,22.21674,-413.08488,413.698093538334,4
25-04-2025 12:35:52:521,2025-04-25 12:35:52,15.742225,123.471024,438456.5625,1745584552516,2025-04-25 12:35:52,46.14246,69.82404,-370.84866,380.175290886413,5
25-04-2025 12:36:02:521,2025-04-25 12:36:02,15.100553,123.340622,438317.71875,1745584562516,2025-04-25 12:36:02,41.5038,48.33972,-382.0791,387.354789051237,5
25-04-2025 12:36:12:521,2025-04-25 12:36:12,14.451719,123.209332,438187.09375,1745584572516,2025-04-25 12:36:12,51.02526,39.30654,-341.55186,347.571941206851,5
25-04-2025 12:36:32:521,2025-04-25 12:36:32,13.168613,122.951219,437958.15625,1745584592525,2025-04-25 12:36:32,37.10928,18.3105,-424.07118,426.085365600558,4
25-04-2025 12:36:52:521,2025-04-25 12:36:52,11.882541,122.69439,437768.28125,1745584612525,2025-04-25 12:36:52,55.17564,24.90228,-389.15916,393.839214160441,4
25-04-2025 12:37:12:521,2025-04-25 12:37:12,10.591034,122.438162,437618.0625,1745584632525,2025-04-25 12:37:12,81.7869,14.40426,-418.21182,426.377422133806,4
25-04-2025 12:37:22:521,2025-04-25 12:37:22,9.949358,122.311421,437558.65625,1745584642524,2025-04-25 12:37:22,107.4216,49.56042,-330.8097,351.327045630174,3
25-04-2025 12:37:42:521,2025-04-25 12:37:42,8.664564,122.05865,437470.34375,1745584662524,2025-04-25 12:37:42,108.39816,31.98234,-388.1826,404.30033651485,3
25-04-2025 12:38:02:521,2025-04-25 12:38:02,7.373147,121.805769,437423.09375,1745584682524,2025-04-25 12:38:02,127.19694,29.2968,-410.88762,431.121792890209,3
25-04-2025 12:38:12:521,2025-04-25 12:38:12,6.731237,121.680462,437415.1875,1745584692524,2025-04-25 12:38:12,115.9665,-0.24414,-413.8173,429.759289028032,3
25-04-2025 12:38:32:521,2025-04-25 12:38:32,5.4454,121.430095,437430.65625,1745584712523,2025-04-25 12:38:32,160.15584,50.29284,-372.80178,408.852577358318,2
25-04-2025 12:38:52:521,2025-04-25 12:38:52,4.159412,121.180438,437488.0625,1745584732523,2025-04-25 12:38:52,146.97228,8.5449,-397.9482,424.307242794238,2
25-04-2025 12:39:02:521,2025-04-25 12:39:02,3.509678,121.054516,437533.09375,1745584742523,2025-04-25 12:39:02,177.97806,31.49406,-385.00878,425.323202204789,2
25-04-2025 12:39:22:521,2025-04-25 12:39:22,2.226274,120.80613,437653.625,1745584762523,2025-04-25 12:39:22,180.17532,24.65814,-363.52446,406.4741108898,2
25-04-2025 12:39:42:521,2025-04-25 12:39:42,0.934458,120.556391,437817.4375,1745584782522,2025-04-25 12:39:42,220.45842,9.7656,-372.3135,432.798595393407,1
25-04-2025 12:40:02:521,2025-04-25 12:40:02,-0.34894,120.308414,438022.34375,1745584802522,2025-04-25 12:40:02,207.03072,31.00578,-374.7549,429.260192064366,1
25-04-2025 12:40:22:521,2025-04-25 12:40:22,-1.637964,120.059289,438270.40625,1745584822522,2025-04-25 12:40:22,242.18688,8.05662,-374.26662,445.864213428464,1
25-04-2025 12:40:32:521,2025-04-25 12:40:32,-2.286345,119.933901,438411.125,1745584832521,2025-04-25 12:40:32,254.39388,8.78904,-397.9482,472.394182107291,0
25-04-2025 12:40:52:521,2025-04-25 12:40:52,-3.570068,119.685405,438721.15625,1745584852521,2025-04-25 12:40:52,248.04624,10.25388,-388.1826,460.779567880296,0
25-04-2025 12:41:02:521,2025-04-25 12:41:02,-4.213112,119.560754,438892.09375,1745584862520,2025-04-25 12:41:02,251.4642,21.72846,-343.0167,425.87184261759,1
25-04-2025 12:41:22:521,2025-04-25 12:41:22,-5.504877,119.309895,439266.75,1745584882520,2025-04-25 12:41:22,250.97592,15.8691,-397.45992,470.335123886217,1
25-04-2025 12:41:42:521,2025-04-25 12:41:42,-6.789373,119.059705,439680.53125,1745584902520,2025-04-25 12:41:42,318.84684,57.12876,-307.86054,446.883782080101,1
25-04-2025 12:41:52:521,2025-04-25 12:41:52,-7.431446,118.934316,439902.625,1745584912520,2025-04-25 12:41:52,299.31564,29.78508,-355.2237,465.468452616185,1
25-04-2025 12:42:12:521,2025-04-25 12:42:12,-8.720618,118.681763,440379.03125,1745584932520,2025-04-25 12:42:12,311.2785,29.05266,-355.2237,473.20422510478,1
25-04-2025 12:42:32:521,2025-04-25 12:42:32,-10.005511,118.428841,440893.875,1745584952519,2025-04-25 12:42:32,329.10072,22.70502,-324.21792,462.536551514413,2
25-04-2025 12:42:42:521,2025-04-25 12:42:42,-10.645915,118.302264,441165.25,1745584962519,2025-04-25 12:42:42,336.9132,1.70898,-334.71594,474.919135682027,2
25-04-2025 12:42:52:521,2025-04-25 12:42:52,-11.292568,118.174089,441449.125,1745584972518,2025-04-25 12:42:52,311.03436,-0.73242,-389.4033,498.375199614262,3
25-04-2025 12:43:02:521,2025-04-25 12:43:02,-11.932118,118.046924,441739.53125,1745584982518,2025-04-25 12:43:02,371.58108,33.93546,-333.00696,500.117736006052,3
25-04-2025 12:43:22:521,2025-04-25 12:43:22,-13.218563,117.78985,442352.4375,1745585002518,2025-04-25 12:43:22,367.4307,31.7382,-327.88002,493.475369351835,3
25-04-2025 12:43:32:521,2025-04-25 12:43:32,-13.859055,117.661169,442671.75,1745585012518,2025-04-25 12:43:32,368.16312,41.74794,-333.00696,498.177286546486,3
25-04-2025 12:43:52:521,2025-04-25 12:43:52,-15.147213,117.400816,443341.9375,1745585032517,2025-04-25 12:43:52,388.42674,3.90624,-310.79022,497.474775145045,4
25-04-2025 12:44:12:521,2025-04-25 12:44:12,-16.432971,117.138741,444047.5,1745585052517,2025-04-25 12:44:12,391.60056,14.16012,-335.6925,515.985428231242,4
25-04-2025 12:44:32:521,2025-04-25 12:44:32,-17.711722,116.875656,444784.625,1745585072517,2025-04-25 12:44:32,415.038,28.0761,-328.3683,529.972215573703,4
25-04-2025 12:44:42:521,2025-04-25 12:44:42,-18.356304,116.742058,445169.3125,1745585082517,2025-04-25 12:44:42,405.76068,30.76164,-320.06754,517.717334161416,4
25-04-2025 12:45:02:521,2025-04-25 12:45:02,-19.63985,116.473877,445960.84375,1745585102516,2025-04-25 12:45:02,427.48914,23.43744,-317.382,532.942409961614,5
25-04-2025 12:45:12:521,2025-04-25 12:45:12,-20.279445,116.339118,446367.71875,1745585112516,2025-04-25 12:45:12,443.60238,4.39452,-310.0578,541.237676708241,5
25-04-2025 12:45:32:521,2025-04-25 12:45:32,-21.558148,116.06729,447205.34375,1745585132516,2025-04-25 12:45:32,431.63952,21.72846,-299.55978,525.852510684746,5
25-04-2025 12:45:42:521,2025-04-25 12:45:42,-22.202307,115.92906,447639.25,1745585142516,2025-04-25 12:45:42,450.68244,6.83592,-282.22584,531.801482030941,5
25-04-2025 12:46:02:521,2025-04-25 12:46:02,-23.479807,115.652192,448522.75,1745585162525,2025-04-25 12:46:02,476.80542,33.20304,-277.58718,552.720990108907,4
25-04-2025 12:46:22:521,2025-04-25 12:46:22,-24.761025,115.370624,449438.5,1745585182525,2025-04-25 12:46:22,456.78594,31.24992,-314.20818,555.298778011083,4
25-04-2025 12:46:42:521,2025-04-25 12:46:42,-26.038771,115.085587,450380.21875,1745585202525,2025-04-25 12:46:42,509.0319,5.61522,-311.76678,596.945165844256,4
25-04-2025 12:47:02:521,2025-04-25 12:47:02,-27.317599,114.795741,451349.9375,1745585222525,2025-04-25 12:47:02,499.2663,24.65814,-271.72782,568.955947632066,4
25-04-2025 12:47:12:521,2025-04-25 12:47:12,-27.953449,114.649807,451841.84375,1745585232524,2025-04-25 12:47:12,481.68822,24.90228,-264.40362,550.048124353743,3
25-04-2025 12:47:22:521,2025-04-25 12:47:22,-28.589063,114.502664,452339.78125,1745585242524,2025-04-25 12:47:22,520.50648,22.94916,-289.55004,596.064497626471,3
25-04-2025 12:47:42:521,2025-04-25 12:47:42,-29.86407,114.203475,453356.78125,1745585262523,2025-04-25 12:47:42,493.89522,28.0761,-283.2024,570.021363718781,2
25-04-2025 12:48:02:521,2025-04-25 12:48:02,-31.140612,113.898186,454398.15625,1745585282523,2025-04-25 12:48:02,539.79354,34.66788,-209.47212,580.049564077692,2
25-04-2025 12:48:12:521,2025-04-25 12:48:12,-31.780105,113.742942,454928.125,1745585292523,2025-04-25 12:48:12,524.16858,-15.62496,-246.09312,579.274255724827,2
25-04-2025 12:48:32:521,2025-04-25 12:48:32,-33.0544,113.428706,455999.71875,1745585312523,2025-04-25 12:48:32,540.03768,-3.17382,-223.87638,584.612181257865,2
25-04-2025 12:48:42:521,2025-04-25 12:48:42,-33.687285,113.270088,456539.3125,1745585322522,2025-04-25 12:48:42,540.7701,23.1933,-230.95644,588.482036596168,1
25-04-2025 12:48:52:521,2025-04-25 12:48:52,-34.325662,113.108288,457088.28125,1745585332522,2025-04-25 12:48:52,519.28578,17.82222,-268.06572,584.666215096319,1
25-04-2025 12:49:12:521,2025-04-25 12:49:12,-35.596388,112.780528,458194.34375,1745585352522,2025-04-25 12:49:12,562.25442,35.64444,-173.58354,589.518281541278,1
25-04-2025 12:49:22:521,2025-04-25 12:49:22,-36.22943,112.614267,458751.625,1745585362522,2025-04-25 12:49:22,559.32474,-4.15038,-244.62828,610.495197201395,1
25-04-2025 12:49:42:522,2025-04-25 12:49:42,-37.498312,112.27465,459880.1875,1745585382521,2025-04-25 12:49:42,564.93996,29.78508,-223.14396,608.142694011767,1
25-04-2025 12:50:02:521,2025-04-25 12:50:02,-38.766596,111.926112,461022.4375,1745585402522,2025-04-25 12:50:02,575.92626,40.2831,-226.31778,620.107670205204,1
25-04-2025 12:50:22:521,2025-04-25 12:50:22,-40.029048,111.569405,462172,1745585422521,2025-04-25 12:50:22,563.23098,20.99604,-196.28856,596.824236533936,0
25-04-2025 12:50:32:521,2025-04-25 12:50:32,-40.664836,111.38581,462755.21875,1745585432521,2025-04-25 12:50:32,584.95944,34.91202,-195.55614,617.769050274691,0
25-04-2025 12:50:52:521,2025-04-25 12:50:52,-41.929643,111.012137,463922.9375,1745585452521,2025-04-25 12:50:52,593.99262,20.7519,-190.18506,624.041850371654,0
25-04-2025 12:51:02:521,2025-04-25 12:51:02,-42.561111,110.821131,464509.3125,1745585462521,2025-04-25 12:51:02,598.63128,32.9589,-177.0015,625.120172035664,0
25-04-2025 12:51:12:521,2025-04-25 12:51:12,-43.19037,110.627679,465095.59375,1745585472520,2025-04-25 12:51:12,593.50434,34.42374,-175.7808,619.944582299953,1
25-04-2025 12:51:32:521,2025-04-25 12:51:32,-44.452739,110.229657,466276.9375,1745585492519,2025-04-25 12:51:32,580.56492,10.25388,-193.11474,611.926524343347,2
25-04-2025 12:51:52:521,2025-04-25 12:51:52,-45.712837,109.818117,467461.71875,1745585512519,2025-04-25 12:51:52,594.23676,8.30076,-173.3394,619.057975592137,2
25-04-2025 12:52:02:521,2025-04-25 12:52:02,-46.338797,109.607993,468051.84375,1745585522519,2025-04-25 12:52:02,587.88912,57.61704,-150.39024,609.549477073021,2
25-04-2025 12:52:22:521,2025-04-25 12:52:22,-47.595671,109.173771,469238.96875,1745585542518,2025-04-25 12:52:22,590.08638,29.05266,-131.59146,605.278700483927,3
25-04-2025 12:52:32:521,2025-04-25 12:52:32,-48.226518,108.949242,469835.53125,1745585552518,2025-04-25 12:52:32,597.16644,35.4003,-136.96254,613.693470444012,3
25-04-2025 12:52:52:521,2025-04-25 12:52:52,-49.479287,108.489243,471020.71875,1745585572518,2025-04-25 12:52:52,593.50434,27.83196,-184.56984,622.164002039577,3
25-04-2025 12:53:02:521,2025-04-25 12:53:02,-50.108672,108.250582,471616,1745585582517,2025-04-25 12:53:02,602.53752,33.20304,-136.47426,618.691464718513,4
25-04-2025 12:53:22:521,2025-04-25 12:53:22,-51.354676,107.76193,472793.28125,1745585602518,2025-04-25 12:53:22,607.66446,59.8143,-116.69892,621.653025699021,3
25-04-2025 12:53:32:521,2025-04-25 12:53:32,-51.984314,107.506262,473387.1875,1745585612517,2025-04-25 12:53:32,596.67816,32.71476,-170.16558,621.330352356602,4
25-04-2025 12:53:52:521,2025-04-25 12:53:52,-53.228764,106.982161,474558.125,1745585632517,2025-04-25 12:53:52,611.08242,55.41978,-105.95676,622.671591642017,4
25-04-2025 12:54:02:521,2025-04-25 12:54:02,-53.8504,106.710334,475141.25,1745585642517,2025-04-25 12:54:02,593.01606,38.32998,-98.8767,602.423303489842,4
25-04-2025 12:54:22:521,2025-04-25 12:54:22,-55.09429,106.144493,476303.59375,1745585662516,2025-04-25 12:54:22,583.00632,48.09558,-138.91566,601.254617087232,5
25-04-2025 12:54:42:521,2025-04-25 12:54:42,-56.336691,105.547337,477457.34375,1745585682516,2025-04-25 12:54:42,625.73082,55.41978,-73.73028,632.492344065918,5
25-04-2025 12:55:02:521,2025-04-25 12:55:02,-57.574841,104.916589,478598.6875,1745585702525,2025-04-25 12:55:02,617.6742,17.0898,-93.9939,625.0186651988,4
25-04-2025 12:55:22:521,2025-04-25 12:55:22,-58.810449,104.247231,479727.875,1745585722525,2025-04-25 12:55:22,623.04528,45.89832,-104.73606,633.452223118227,4
25-04-2025 12:55:32:521,2025-04-25 12:55:32,-59.424162,103.898392,480284.71875,1745585732525,2025-04-25 12:55:32,604.97892,67.62678,-58.10532,611.513780081722,4
25-04-2025 12:55:42:521,2025-04-25 12:55:42,-60.044391,103.533845,480844.53125,1745585742525,2025-04-25 12:55:42,610.83828,28.56438,-86.6697,617.617167034914,4
25-04-2025 12:55:52:521,2025-04-25 12:55:52,-60.658063,103.160486,481395.375,1745585752525,2025-04-25 12:55:52,588.86568,27.09954,-81.7869,595.135506554334,4
25-04-2025 12:56:12:521,2025-04-25 12:56:12,-61.884205,102.373307,482486.28125,1745585772525,2025-04-25 12:56:12,578.36766,43.9452,-78.36894,585.305067032261,4
25-04-2025 12:56:32:521,2025-04-25 12:56:32,-63.104664,101.528679,483558.4375,1745585792524,2025-04-25 12:56:32,609.1293,55.90806,-57.12876,614.351617976702,3
25-04-2025 12:56:52:521,2025-04-25 12:56:52,-64.316388,100.620687,484608.3125,1745585812524,2025-04-25 12:56:52,593.99262,62.2557,-34.42374,598.237409957403,3
25-04-2025 12:57:02:521,2025-04-25 12:57:02,-64.927095,100.133469,485131.65625,1745585822523,2025-04-25 12:57:02,628.90464,61.035,-36.86514,632.933927030104,2
25-04-2025 12:57:12:521,2025-04-25 12:57:12,-65.528487,99.632236,485643.03125,1745585832523,2025-04-25 12:57:12,586.18014,47.11902,-58.83774,591.006969691972,2
25-04-2025 12:57:32:521,2025-04-25 12:57:32,-66.735285,98.555094,486657,1745585852523,2025-04-25 12:57:32,615.2328,83.98416,-5.61522,620.9639828705,2
25-04-2025 12:57:42:521,2025-04-25 12:57:42,-67.333904,97.98142,487153.71875,1745585862523,2025-04-25 12:57:42,601.07268,50.29284,-40.03896,604.500500178064,2
25-04-2025 12:58:02:521,2025-04-25 12:58:02,-68.526748,96.748598,488130.78125,1745585882522,2025-04-25 12:58:02,583.25046,65.42952,-16.11324,587.130102857058,1
25-04-2025 12:58:22:521,2025-04-25 12:58:22,-69.7057,95.39396,489079.46875,1745585902522,2025-04-25 12:58:22,556.88334,43.9452,-52.73424,561.098150986949,1
25-04-2025 12:58:32:521,2025-04-25 12:58:32,-70.2974,94.654585,489549.125,1745585912522,2025-04-25 12:58:32,566.16066,29.54094,-41.5038,568.447997166108,1
25-04-2025 12:58:42:521,2025-04-25 12:58:42,-70.880247,93.88207,490007.5,1745585922521,2025-04-25 12:58:42,586.18014,48.58386,-15.62496,588.397558932667,0
25-04-2025 12:59:02:521,2025-04-25 12:59:02,-72.039665,92.195731,490906.875,1745585942521,2025-04-25 12:59:02,572.75244,77.63652,1.46484,577.99215610585,0
25-04-2025 12:59:12:521,2025-04-25 12:59:12,-72.616659,91.271019,491348.34375,1745585952521,2025-04-25 12:59:12,550.04742,64.45296,5.85936,553.841746712026,0
25-04-2025 12:59:32:521,2025-04-25 12:59:32,-73.751857,89.251755,492205.53125,1745585972521,2025-04-25 12:59:32,586.91256,83.49588,-12.69528,592.957911825963,0
25-04-2025 12:59:52:521,2025-04-25 12:59:52,-74.866482,86.95367,493033.40625,1745585992520,2025-04-25 12:59:52,538.08456,59.57016,-25.14642,541.955662496145,1
25-04-2025 13:00:12:521,2025-04-25 13:00:12,-75.950501,84.331348,493827.28125,1745586012520,2025-04-25 13:00:12,544.92048,63.23226,7.08006,548.622616629812,1
25-04-2025 13:00:22:521,2025-04-25 13:00:22,-76.486569,82.857209,494216.59375,1745586022519,2025-04-25 13:00:22,561.27786,64.45296,-3.17382,564.975303276465,2
25-04-2025 13:00:42:521,2025-04-25 13:00:42,-77.527415,79.564676,494968.84375,1745586042519,2025-04-25 13:00:42,542.23494,60.54672,26.61126,546.253416115954,2
25-04-2025 13:00:52:521,2025-04-25 13:00:52,-78.027979,77.730169,495330.28125,1745586052519,2025-04-25 13:00:52,523.19202,56.88462,7.3242,526.326318636894,2
25-04-2025 13:01:12:521,2025-04-25 13:01:12,-78.99581,73.563043,496033.125,1745586072519,2025-04-25 13:01:12,521.2389,46.87488,8.05662,523.40438895184,2
25-04-2025 13:01:22:521,2025-04-25 13:01:22,-79.4596,71.19111,496374.5625,1745586082519,2025-04-25 13:01:22,525.87756,79.83378,59.08188,535.174092314806,2
25-04-2025 13:01:42:521,2025-04-25 13:01:42,-80.323407,65.84523,497027.84375,1745586102518,2025-04-25 13:01:42,532.95762,76.17168,3.6621,538.385884404947,3
25-04-2025 13:01:52:521,2025-04-25 13:01:52,-80.719025,62.838785,497340.09375,1745586112518,2025-04-25 13:01:52,518.7975,49.56042,20.99604,521.582126737974,3
25-04-2025 13:02:12:521,2025-04-25 13:02:12,-81.430355,56.021809,497942.125,1745586132518,2025-04-25 13:02:12,518.30922,76.41582,25.39056,524.526935076164,3
25-04-2025 13:02:32:521,2025-04-25 13:02:32,-82.005847,48.117098,498510.09375,1745586152517,2025-04-25 13:02:32,506.34636,83.25174,-0.24414,513.144763300393,4
25-04-2025 13:02:42:521,2025-04-25 13:02:42,-82.2314,43.800046,498779.375,1745586162517,2025-04-25 13:02:42,505.85808,48.09558,22.21674,508.624778646352,4
25-04-2025 13:03:02:521,2025-04-25 13:03:02,-82.545234,34.460862,499294.96875,1745586182517,2025-04-25 13:03:02,484.86204,62.49984,23.1933,489.423494529919,4
25-04-2025 13:03:22:521,2025-04-25 13:03:22,-82.653294,24.60961,499774.09375,1745586202517,2025-04-25 13:03:22,487.54758,68.60334,55.41978,495.459799618759,4
25-04-2025 13:03:32:521,2025-04-25 13:03:32,-82.627141,19.660959,499999.6875,1745586212516,2025-04-25 13:03:32,515.86782,68.3592,65.42952,524.474603792808,5
25-04-2025 13:03:42:521,2025-04-25 13:03:42,-82.547139,14.737748,500218.34375,1745586222516,2025-04-25 13:03:42,485.8386,37.8417,32.47062,488.39070494025,5
25-04-2025 13:04:02:521,2025-04-25 13:04:02,-82.235621,5.40424,500626.25,1745586242525,2025-04-25 13:04:02,487.54758,58.83774,64.20882,495.264873555511,4
25-04-2025 13:04:12:521,2025-04-25 13:04:12,-82.010867,1.080384,500815.875,1745586252525,2025-04-25 13:04:12,483.3972,54.9315,42.7245,488.380697366655,4
25-04-2025 13:04:32:521,2025-04-25 13:04:32,-81.438074,-6.822133,501169.59375,1745586272525,2025-04-25 13:04:32,489.01242,69.5799,43.45692,495.845755547179,4
25-04-2025 13:04:42:521,2025-04-25 13:04:42,-81.09974,-10.356603,501332.46875,1745586282525,2025-04-25 13:04:42,481.68822,58.34946,70.31232,490.277496029384,4
25-04-2025 13:05:02:521,2025-04-25 13:05:02,-80.332901,-16.666138,501632.5,1745586302524,2025-04-25 13:05:02,460.69218,71.04474,-1.95312,466.142096868063,3
25-04-2025 13:05:12:521,2025-04-25 13:05:12,-79.911055,-19.461333,501769.375,1745586312524,2025-04-25 13:05:12,464.35428,62.74398,92.7732,477.669939412979,3
25-04-2025 13:05:32:521,2025-04-25 13:05:32,-79.01072,-24.379535,502015.0625,1745586332524,2025-04-25 13:05:32,445.5555,75.43926,32.71476,453.079508531842,3
25-04-2025 13:05:42:521,2025-04-25 13:05:42,-78.53816,-26.537419,502123.875,1745586342523,2025-04-25 13:05:42,472.89918,59.8143,60.05844,480.43563683848,2
25-04-2025 13:06:02:521,2025-04-25 13:06:02,-77.546498,-30.386733,502316.125,1745586362523,2025-04-25 13:06:02,437.49888,47.36316,68.60334,445.370584104514,2
25-04-2025 13:06:12:521,2025-04-25 13:06:12,-77.029699,-32.106602,502399.53125,1745586372523,2025-04-25 13:06:12,439.452,72.50958,47.36316,447.90508863035,2
25-04-2025 13:06:32:521,2025-04-25 13:06:32,-75.973799,-35.158908,502538.8125,1745586392523,2025-04-25 13:06:32,461.66874,70.55646,70.31232,472.292347899796,2
25-04-2025 13:06:42:521,2025-04-25 13:06:42,-75.437008,-36.516995,502595,1745586402522,2025-04-25 13:06:42,449.95002,77.88066,48.09558,459.166203585992,1
25-04-2025 13:07:02:521,2025-04-25 13:07:02,-74.337313,-38.978049,502682.0625,1745586422522,2025-04-25 13:07:02,429.19812,45.1659,45.65418,433.976138613423,1
25-04-2025 13:07:22:521,2025-04-25 13:07:22,-73.213522,-41.13462,502734.875,1745586442522,2025-04-25 13:07:22,428.22156,55.41978,55.17564,435.30381081894,1
25-04-2025 13:07:42:521,2025-04-25 13:07:42,-72.079362,-43.023888,502753.75,1745586462522,2025-04-25 13:07:42,401.12202,41.25966,52.4901,406.640437081958,1
25-04-2025 13:08:02:521,2025-04-25 13:08:02,-70.922246,-44.714694,502739.46875,1745586482521,2025-04-25 13:08:02,430.17468,49.31628,72.26544,438.981371591705,0
25-04-2025 13:08:22:521,2025-04-25 13:08:22,-69.752556,-46.227393,502692.4375,1745586502520,2025-04-25 13:08:22,400.14546,39.0624,50.53698,405.211360403299,1
25-04-2025 13:08:32:521,2025-04-25 13:08:32,-69.165378,-46.92383,502656.9375,1745586512520,2025-04-25 13:08:32,389.4033,51.75768,43.21278,395.197585829166,1
25-04-2025 13:08:52:521,2025-04-25 13:08:52,-67.981078,-48.21924,502562.0625,1745586532520,2025-04-25 13:08:52,411.3759,68.3592,75.43926,423.785551045334,1
25-04-2025 13:09:02:521,2025-04-25 13:09:02,-67.389577,-48.817756,502503.34375,1745586542520,2025-04-25 13:09:02,378.417,36.37686,70.06818,386.564679815645,1
25-04-2025 13:09:22:521,2025-04-25 13:09:22,-66.191534,-49.944403,502362.0625,1745586562519,2025-04-25 13:09:22,377.1963,41.25966,84.71658,388.788254971652,2
25-04-2025 13:09:32:521,2025-04-25 13:09:32,-65.594733,-50.46737,502280.84375,1745586572520,2025-04-25 13:09:32,383.54394,16.11324,52.73424,387.487406869435,1
25-04-2025 13:09:52:521,2025-04-25 13:09:52,-64.393705,-51.45229,502096.1875,1745586592519,2025-04-25 13:09:52,374.7549,50.29284,49.80456,381.380517365622,2
25-04-2025 13:10:02:521,2025-04-25 13:10:02,-63.785429,-51.920069,501992.1875,1745586602519,2025-04-25 13:10:02,365.72172,51.02526,46.87488,372.227360645131,2
25-04-2025 13:10:22:521,2025-04-25 13:10:22,-62.577797,-52.794118,501765.46875,1745586622518,2025-04-25 13:10:22,365.96586,22.94916,71.53302,373.596905207425,3
25-04-2025 13:10:42:521,2025-04-25 13:10:42,-61.360855,-53.609584,501510.8125,1745586642518,2025-04-25 13:10:42,366.45414,47.11902,109.863,385.459099695285,3
25-04-2025 13:10:52:521,2025-04-25 13:10:52,-60.747545,-53.998434,501372.84375,1745586652518,2025-04-25 13:10:52,338.37804,9.7656,62.2557,344.195928331658,3
25-04-2025 13:11:02:521,2025-04-25 13:11:02,-60.140553,-54.369928,501230.125,1745586662518,2025-04-25 13:11:02,375.24318,24.90228,90.08766,386.708358029648,3
25-04-2025 13:11:22:521,2025-04-25 13:11:22,-58.916064,-55.082248,500924.15625,1745586682518,2025-04-25 13:11:22,327.88002,25.87884,33.69132,330.620820454926,3
25-04-2025 13:11:32:521,2025-04-25 13:11:32,-58.299257,-55.423802,500761.1875,1745586692517,2025-04-25 13:11:32,358.15338,48.33972,66.65022,367.495338693093,4
25-04-2025 13:11:52:521,2025-04-25 13:11:52,-57.070055,-56.073336,500419.4375,1745586712517,2025-04-25 13:11:52,332.76282,1.70898,78.36894,341.870890459712,4
25-04-2025 13:12:02:521,2025-04-25 13:12:02,-56.457804,-56.38258,500241.09375,1745586722517,2025-04-25 13:12:02,344.72568,26.8554,77.88066,354.432510025051,4
25-04-2025 13:12:22:521,2025-04-25 13:12:22,-55.2239,-56.979617,499865.96875,1745586742517,2025-04-25 13:12:22,340.33116,48.828,101.07396,358.364922168768,4
25-04-2025 13:12:32:521,2025-04-25 13:12:32,-54.607902,-57.265525,499671.125,1745586752516,2025-04-25 13:12:32,318.84684,34.91202,73.242,329.00843010851,5
25-04-2025 13:12:42:521,2025-04-25 13:12:42,-53.99132,-57.544173,499471.28125,1745586762516,2025-04-25 13:12:42,303.46602,11.47458,53.22252,308.311413859376,5
25-04-2025 13:13:02:521,2025-04-25 13:13:02,-52.75217,-58.082986,499055.65625,1745586782525,2025-04-25 13:13:02,305.175,9.27732,75.43926,314.497903396398,4
